Speaker,Topic,Score,AtDebate,Speech,Score
Trump,Criminal Justice,-0.7717,FALSE,"We will have a rally in Caracas, Venezuela, because it will be safe by comparison to Wisconsin. So we’ll all hop in a flight. We’ll go over to Caracas, Venezuela or one of hundreds of other countries that are safer than the US because our country is a very unsafe country now, and we’re really subject to what these people want to do. And these are violent people. These are people that were criminals at the worst level in their cities all over the world. 22 people out of the Congo in Africa. It’s not just South America. People think it’s Honduras and Guatemala, El Salvador, Mexico.",-0.7717
Trump,War in Middle East,-0.945,FALSE,"It’s not, it’s countries all over the world. They’re coming in. 22 people from the Congo in Africa. Where are you from? From the Congo. Oh, that’s nice. Where do you live? Jail. Oh, what did you do? It’s none of your business. That’s what they told the people. It’s none of your business. You can imagine what it is. But from Africa, from the Middle East, from Europe, from Asia, they’re coming in from everywhere. They’re getting rid of their criminals. They’re bringing them into the United States of America, our beautiful country, our now failing country. It’s a failing country under these lunatics. And they’re bringing them in at levels that nobody’s ever seen before. Ron Johnson sees it. He sees it all the time and he gets sick over it. But we’re going to do something about it, Ron. We’re going to get it done. We have no choice.",-0.945
Trump,Immigration,-0.8625,FALSE,"It’s not like we have a choice, not like we can say, oh, well, we’ll live with it. You can’t live with it because you’re going to be killed. These are killers, but from all over the world. You take a look at the crime statistics, you take a look at the jail statistics, the jails are being emptied out, the mental institutions are being emptied out, and insane asylums. And then the press, when I say Dr. Hannibal Lecter, the press says, oh, why did he mention that? They’re wise guys back, there just wise guys. They say he rambled and started talking about Hannibal Lecter. What does that have to do? That’s a representative of people that are coming into our country. Dr. Hannibal Lecter. He will have you for dinner. You know that? He will have you for dinner. No, but this is what’s happened. This is what’s happening at levels that nobody can even imagine.",-0.8625
Trump,None,0.9885,FALSE,"Millions and millions. JD Vance is doing a phenomenal job today. He said 25 million. He’s doing a great job. I picked the best athlete. I had great people, and great people. We have so many wonderful people. Marco was incredible and Tim Scott was incredible. And you have a governor in a certain place that has a lot of oil. You know who I’m talking about. How good was he? And you have just great places, and great people, and I got to know so many. I picked JD, JD, and I could have picked anyone. They would’ve been great. But JD had an incredible life. He had a mother who was very addicted to prescription drugs and not a lot of help from the father. And he went to, he was a great student, however, very smart. He went to Ohio State, graduated at the top of his class in two years.",0.9885
Trump,Criminal Justice,0.9343,FALSE,"I said, two years. That’s pretty good. I never heard of that. Then he went into the military, then he came out, got accepted to Yale Law School, which is very hard to do without a father, without a father that has connections. Very hard to do, almost impossible. The reason he was accepted was that he was really smart. He was smart as hell. And then he worked, I guess, essentially on Wall Street or Wall Street alternative, or equivalent, and did very well. And then he ran for office. I endorsed him and he became a senator from the great state of Ohio. And he’s doing amazingly well, but he’s a brilliant guy. And the press went after him for about the first week, and then they gave up, because he has the answers.",0.9343
Trump,Immigration,-0.9829,FALSE,"He’s conservative, but he really is like all of us. We’re all sort of conservative, but what we really are is we have common sense. We have common sense. Common sense is more important, Ron, than anything else. We need common sense. We’d like to have borders. We don’t want crime. We want good schools. We want nice housing. We want low interest rates. It’s called, we don’t want wars. Ideally we don’t want wars. Everyone thought I’d be a warmonger. I was the opposite. But I did scare people away from having wars. And you know what I did? I used tariffs. I heard two countries were going to have a war. I called them both. I said, here’s the story. You have a war. You’re going to have to pay a 200% tariff to do business in the United States. And they’d both say, the leaders would say to me, almost simultaneously, we’ve decided to make peace. I stopped so many wars. They went to Viktor Orbán, the fake news. They went to Viktor Orbán and they said, why is the world such a mess right now? It’s flaming up in the Middle East and Israel. And what’s happened with Russia, Ukraine. Why is it? They said, you need Trump back in. He said, nobody understood Trump. China was afraid of him. Russia was afraid of him. I stopped the Nord Stream pipeline, Nord Stream 2. And then they say, I was very friendly with Russia. I got along good with sort of everybody, but everybody paid up. They had to pay up. We changed so many trade deals that was so bad. USMCA, we made that one. That was a great one from the worst trade deal we ever had. NAFTA, the worst trade deal any country probably has ever had, but we did a really good job.",-0.9829
Trump,Economy,0.8844,FALSE,"But JD, we’re very proud of him. And he made a speech this morning and I heard it was great, and I think you will agree, Ron. He’s doing a fantastic job. As Vice President, Harris cast the tie-breaking votes that caused the worst inflation in American history costing a typical family $28,000. Think of that. Yesterday it was announced that we lost 438,000 full-time jobs in August. We lost 400, almost half a million jobs in August. We lost 24,000 manufacturing jobs, nearly 6,000 auto manufacturing jobs. And if I’m not elected, you will not have an auto industry at all. Volvo today announced they’re getting away from the electric. Other companies announced, we have paid trillions of dollars in subsidy for making these cars. And the market’s not there. That’s not there. It’s a shame, and I’m a big fan of electric cars. I think it’s great, but it’s got a market.",0.8844
Trump,Economy,-0.9713,FALSE,"But I also want gasoline-powered cars, and I want hybrids. I want everything. Hydrogen is maybe coming. We want everything. The real unemployment rate rose to 7.9% in August. Did you know that? 7.9%. Our country’s going down. Last month alone, American-born workers lost 1.3 million jobs, and migrants gained 635,000 jobs in a single month. Every job that we’ve gained has been replaced, not by American citizens, but by illegal migrants. Did you know that? Every job that was created over the last fairly short period of time was taken by illegal migrants. And I will tell you this, the black population and the Hispanic population are being decimated by these people coming in unchecked, unbalanced. They’re coming in and they’re taking the black population and the Hispanic population jobs. And next is going to be unions. You watch the unions suffer. The autoworkers are not going to exist in a year and a half or two years because of what that fool did who’s the head of the autoworkers. He’s a fool. Since the start",-0.9713
Trump,Economy,0.9299,FALSE,"… the start of this year, nearly 1 million Americans joined the unemployment roles. Nobody knows that. And, now, Kamala is pushing the largest individual small business tax in American history. And she said, “70 to 80% tax is probably a good idea, a bold idea that should be discussed.” 80%. Good luck with your small business. She and sleepy Joe Biden waged war on American energy, opened up the Russian pipeline, Nord Stream 2 after I had closed. It was done. It was closed. As soon as he came in, he approved it. But he shut down the Keystone XL Pipeline. Keystone, he shut it down, 48,000 jobs, and it was a very important pipeline actually, but we’ll get it open. But think of it. I shut down the biggest pipeline in the world, the Russian pipeline going to Germany and all over Europe. I shut it down. It was done. He gets in. He approved it. He approved it, but he shuts down the pipeline in this country, the XL Pipeline.",0.9299
Trump,War in Ukraine,0.7728,FALSE,"She reentered the horribly-unfair-to-the-United-States Paris Climate Accord. It sounds so nice. The Paris Climate Accord is such a nice name. Oh, isn’t that beautiful? We want the Wisconsin Accord. We want the people of Wisconsin, not the people of Paris. That Paris Accord was going to cost us $1 trillion. In other countries like China, it was considered third world. China. It’s a developing nation. They didn’t have to pay anything. India didn’t have to pay anything. Russia didn’t have to pay anything. France didn’t have to pay anything. Nobody had to pay. Only the stupid United States. We paid $1 trillion. And I closed it down and, as soon as he got back up, he opened it at even worse terms.",0.7728
Trump,Criminal Justice,-0.9943,FALSE,"Kamala Harris and the Communist left have unleashed a brutal plague of bloodshed, crime, chaos, misery and death upon our land. And it’s only going to get worse as Vice President Harris has presided over a 43% increase in violent crime, including a 58% increase in rape. She supports to fund the police and, during the 2020 riots, she encouraged her followers to donate to bail criminals, looters, arsonists and murderers. She was trying to get the murderers out of jail. Right? You’re shaking. Right? Everybody now knows it. And this is a person that wants to be President of the United States. And she didn’t get a vote. As California Attorney General, she redefined child sex trafficking, assault with a deadly weapon and rape of an unconscious person as totally nonviolent crimes. Oh, that’s nice.",-0.9943
Trump,None,0.6701,FALSE,"Kamala supports states being able to take minor children and perform sex change operation, take them away from their parents, perform sex-change operation and send them back home. Can you imagine you’re a parent and your son leaves the house and you say, “Jimmy, I love you so much. Go have a good day in school,” and your son comes back with a brutal operation? Can you even imagine this? What the hell is wrong with our country? Her running mate, Tampon Tim, did you see he signed a bill where tampons will be in every boy’s bathroom. Isn’t that nice? And he’s a whack job. You know they have a standard phrase that JD, who’s very solid, and I happen to be a very… I have other problems perhaps, but I’m a very solid person. But JD is solid. I’m solid.",0.6701
Trump,None,-0.7341,FALSE,"They said this was just a sound bite. They gave it to all the fake news. The fake news, they’re weird. No. He’s weird. He is really weird, this guy. Can you imagine? I’m weird? You know they do soundbites and they give them… They gave one the other day a manufactured… The vote was manufactured. It’s not a term that’s used politically. Every network headed up something about the vote was manufactured. They follow the lead of these people. But we’ve got the lead. You know what? We’ve got the people.",-0.7341
Trump,Criminal Justice,-0.4767,FALSE,"We got to stop the cheating. If we stop that cheating, if we don’t let them cheat, I don’t even have to campaign anymore. We’re going to win by so much. In the meantime, too big to rig. Too big to rig. But he even signed… Tampon Tim even signed a law that allows abortion in the ninth month and babies to be executed after birth. In other words, the baby is born. And what do you do if the mother decides she doesn’t want the baby? You execute. That’s not an abortion. That’s an execution. And nobody wants that. There are six radical left states that allow that, too, that nobody wants it to happen. Nobody wants to see it happen where they’re allowed to execute the baby after birth, and nobody talks about it.",-0.4767
Trump,None,0.4497,FALSE,"And we did a great thing when we got Roe v. Wade out of the federal government, got it back to the States, and, now, the states are all voting. And like Ronald Reagan, I happen to go with the exceptions. I think it’s important. But, other people, you have to go with your heart, but most… I’d say most people, 85% Republicans, they go with the exceptions for rape, incest, life of the mother, but… the three exceptions, but nobody wants to happen eighth month, seventh month, ninth month, but after birth, and you have after birth. And more people, more states are even planning on doing that.",0.4497
Trump,Economy,0.9209,FALSE,"Nobody wants that. And, now, what we’re doing is, because of what we’ve done, we’ve got, they wanted… All the great legal scholars wanted it out of the federal government. Democrats, Republicans, liberals, conservatives, everybody wanted it out because it didn’t belong there. They wanted it to go back to the States. And now the States are all voting. And, frankly, some of those votes are coming out very liberal if you look at Ohio, if you look at Kansas, if you look at some of the states. But the people are voting, and they’re voting. We put it in the hands of the people and they’re voting. And that’s the way people have wanted it for many, many years. And I’m just happy that we had Supreme Court justices that had the courage to do that because that has torn our country apart for 52 years and, now, the people are voting. From the moment we take back the White House from Comrade Kamala Harris, I believe we are going to have the four greatest years in the history of our country. We’re going to turn it around fast. Starting on day one, I will seal the border and stop the migrant invasion of our country. We will carry out the largest deportation operation of criminals in the history of America. We will defeat inflation, and we will make America affordable again. We will make America the dominant energy producer in the world by far. That’s called “Drill, baby, Drill.” Right? “Drill, baby, drill.”",0.9209
Trump,None,0.0772,FALSE,"And, remember, we have more liquid gold under our feet than any other country. In 12 months, I will cut your energy costs in half. That means, Wisconsin, we will cut it in half, and that includes your heating, air conditioning, electricity, gasoline for the cars. We’ll cut it in half, and we’ll do it easily. It won’t even be… I think we’ll do better than that 12 months. You can hold me to it. Hold me to it. I want you to hold me to it. We’re going to cut it in half.",0.0772
Trump,Economy,0.3291,FALSE,"I will turn the United States into a manufacturing superpower more than it has ever been. And other countries that make us pay a heavy tax to do business with them will be charged the same tax when they send their product into the United States. And we did it to a pretty strong extent when I was president, and we were going all the way that we had to solve the COVID problem, but we will be doing that. It will be called the Reciprocal Trade Act. It’s reciprocal. So, if China or any other country charges us a 100 or 200% tariff or tax, then we will likewise charge them a 100 or 200% tariff or tax in return. And my message is simple. Make your product here in America and only in America.",0.3291
Trump,Economy,0.4417,FALSE,"So we’re going to charge tariffs to all these foreign countries that are coming in and ripping us off and taking our jobs and destroying our manufacturing. And it’s what they do. We’re going to do it the same as they do. And some of these people that are making decisions in Washington, they’re very suspect, I can tell you. Not this group. This group. That’s why they’re here. They hate what they see happening. We’re not going to be taken advantage of anymore. Just as we made great inroads in progress four years ago, nobody ever made such progress as we. We had the greatest four years. We rebuilt the military. We had the largest tax cut in history, the largest regulation cut in history.",0.4417
Trump,War in Ukraine,-0.8962,FALSE,"We had no wars. We had no wars. We didn’t get into any wars. Who would think, here I am, we didn’t? You know why? Because they were afraid of us and they respected us. They know not to mess with wars. And as I said, and I say it over and over again, Ukraine and Russia would have never happened. Israel would have never been attacked on October 7. Iran was broke. They were broke. Now you know they’re after me, so I should say, “Oh, I love Iran very much.” I don’t care. I got to do the right thing. Iran was broke. They had no money for Hamas. They had no money for Hezbollah. They had no money for terror. Any of the many 28 different terror organizations, they had no money. They had no money whatsoever. They wouldn’t have ever even thought about doing Israel, all of the things that have happened.",-0.8962
Trump,Economy,0.7019,FALSE,"And you know what else wouldn’t have happened? Inflation. You wouldn’t have had any inflation. Inflation was caused by energy going through the roof because these people were so stupid when they took over my energy policies. And energy was going through the roof, and then they went immediately back to my energy policies, Ron. They went immediately back, but what they don’t understand is, by now, I would’ve had energy at four times the amount that we had four years ago. And we were four years ago energy independent.",0.7019
Trump,Economy,0.9308,FALSE,"Who would believe that? Now, we get our energy from Venezuela. Did you see? They took his plane the other day. They took Maduro’s plane. Maduro is the dictator in charge. They took his plane. I said, “Oh, that’s so serious.” Now we can get a nicer plane because we buy our energy. So we give them billions and billions of dollars, and they take back a stupid old plane. This is the thinking we have in our country. We shouldn’t be buying oil from Venezuela. It’s unbelievable. But we’re not going to watch our wealth and our jobs get ripped away from us and sent to foreign countries. And Wisconsin will be one of the biggest beneficiaries just like I gave you the Marinette shipbuilding contract that everybody in the country wanted. Every state wanted it.",0.9308
Trump,Economy,0.7302,FALSE,"I’ll probably lose a couple of states because I gave it to Wisconsin. I’ll probably lose some states because I gave it to Wisconsin, but my plan is that, if you open your factory in Wisconsin or Pennsylvania or Michigan or Minnesota or anywhere else in the United States, you don’t pay a tariff or a tax. But if you move your production outside of the United States and send it back here, you have to pay a very substantial tariff.",0.7302
Trump,Economy,0.9688,FALSE,"We’re going to supercharge our country. We will charge other countries when their product is sent into our country. And why shouldn’t we? That’s exactly what they do. That’s what made China strong. When Elon goes and wants to send his cars into China that are made in the US, they say, “We don’t want them. You have to build your factory in China, then we’ll accept you.” Well, we’re saying to China, “You want to build cars? You want to send cars here? You’re going to build your factories in the United States. You’re not going to send them through, take our jobs, take everything else. You got to build them in the United States. You can open up a beautiful brand-new factory with American labor.” The result will be that everybody in the world will want to produce right here in the good old USA. We will be able to build ships again. We’ll be able to build planes again. We’ll be able to build our military again, all from within, all from within our country.",0.9688
Trump,None,-0.7639,FALSE,"Do you know, when we build a plane, the F-35 fighter jet, I bought a lot of them for countries all over the world actually, but I bought a lot of them? We have parts made in all different countries and then they’re assembled here. We want to make the parts here. What would happen in case of a war and two of those countries were fighting and we say, “By the way, you can’t get the wings anymore?” The wings are made in Turkey, and other parts are made in other countries. It’s so crazy what they’ve done. And they did that to help out other countries. It’s now time for us to help out our country.",-0.7639
Trump,Economy,0.928,FALSE,"In the words of a very great but highly underrated President, William McKinley, “I am a tariff man standing on a tariff platform,” and he said that throwing open our market without protection was, quote, it destroys the dignity and independence of American labor, diminishes its pay and employment, decreases its capacity to buy products of farm and commodities of the merchant. It will bring widespread discontent. It will revolutionize values. It will take away more than half of our earning capacity of brain and brawn. Worse than that, it will take away from the people of this country who work for a living. And a majority of them live by the sweat on their faces. It will take from their heart and from their home, and it’ll take from their hope. Their final thing is their hope. It will be total self-destruction. This is the man that wanted tariffs. He wanted tariffs to be taken from foreign countries.",0.928
Trump,Economy,-0.8143,FALSE,"And you listen to some of our stupid people, and some of the very stupid people in Washington, DC, “We don’t want to charge tariffs. That’s not… It’s going to increase inflation.” China paid us hundreds of billions of dollars and we had almost no inflation. This group that came in, they had the highest inflation in the history of our country. We took in billions and billions of dollars from foreign countries in the form of tariffs that I hadn’t even gotten started yet. We’ll be a rich nation again. We’ll be able to do what we want to do. We have to do the tariffs. We have been treated so badly mostly by allies. If you want to know the truth, our allies treat us actually worse than our so-called enemies. But we have been treated so badly on trade and other things on military. We protect them, and then they screw us on trade. We’re not going to let it happen anymore. We’re going to be a tariff nation. It’s not going to be a cost to you. It’s going to be a cost to another country.",-0.8143
Trump,Economy,-0.34,FALSE,"I heard Kamala the other day, Comrade Kamala. She said, “Oh, if you do that, he’s raising your taxes.” No. No. No. I’m not raising your taxes. I’m raising China and all of these countries in Asia and all over the world, including the European Union by the way, which is one of the most egregious. They don’t take our cars. They don’t take our farm product, and we have a $300-billion trade deficit with them. And they’re going to have to pay a price now because we’ve been supporting them for a long time and it’s no longer sustainable.",-0.34
Trump,Economy,-0.9456,FALSE,"So I’m a tariff president. I’m not a tax- increase president because we’re going to lower your taxes when I’m back in the White House. We will pass large tax cuts for workers and also no tax on tips. No tax on tips. I will fight for you and fight for the ability. We are going to protect Social Security. We are going to protect Medicare, and we’re not going to have any cuts. We’re not going to have age increases. She’s going to have to. And a lot of these migrants that are coming in are going on to Social security and Medicare. Your programs are going to be destroyed. You’re not going to be able to get in your hospitals. You see the lines of people. You can no longer get in your hospitals. You feel sick. You want to go to your hospital. You have hundreds and even thousands of people trying to get into hospitals. They’re ruining your life. They’re ruining your lifestyle. They’re ruining your way of life.",-0.9456
Trump,Economy,-0.9736,FALSE,"I will have no tax on Social Security benefits for our seniors, because you’ve destroyed our seniors with your inflation. Inflation has destroyed our seniors and their social Security. We will terminate the Green New Scam and spend that money on roads, bridges, real infrastructure and paying down debt, not fake infrastructure that has caused massive inflation and has been of no benefit to our country. And I will settle the war in Ukraine. I will end the chaos in the Middle East, and I will prevent World War III. And I’m the only one that can do it. I will prevent World War III.",-0.9736
Trump,War in Middle East,0.8442,FALSE,"And if I don’t win this election, Israel, with Comrade Kamala Harris at the helm of the United States, is doomed. Israel is doomed. That’s a tough statement. Israel will be gone. One year, two years, Israel will no longer exist. I better win. I better win, or you’re going to have problems like we’ve never had. We may have no country left. It may be our last election. You want to know the truth? People have said that this may be our last election. You got to get out and vote. This could be our last election. It’ll all be over.",0.8442
Trump,Economy,-0.9517,FALSE,"And you got to remember, I don’t want to say this because they say it’s braggadocious, but if you look at the record, it’s true, Trump is always right. I hate to be right. I hate to be right. I’m always right. I hate to be right. I don’t want to be right about the things that I predicted, but I predicted what was going to happen at the border. I predicted all of the inflation. I predicted everything that’s happened to our country. I predicted Israel. Putin would’ve never gone in, but I said, if I’m out, he’s going to attack Ukraine. But he would never have done it if I were there.",-0.9517
Trump,None,0.8848,FALSE,"We will rebuild our cities including Washington, DC. Our cities are a mess, and they’re very dangerous places. We’re going to make them safe clean, and beautiful again. And we will keep the US dollar as the world’s reserve currency. And it is currently under major siege. Many countries are leaving the dollar. They’re not going to leave the dollar with me. I’ll say, “If you leave the dollar, you’re not doing business with the United States because we’re going to put a hundred percent tariff on your goods.” “Sir, we would like very much to get back to the dollar immediately. Thank you very much.”",0.8848
Trump,Economy,-0.4764,FALSE,"It’s so easy. I don’t know. It’s so sad because nobody… Biden doesn’t know he’s alive, and she’s worse. This is how we will end the era of inflation, mayhem and misery under Kamala and Crooked Joe and unleash safety, prosperity and peace for Americans of every race, religion, color and creed. Together, we will deliver low taxes, low regulations, low energy costs, low interest rates and low inflation so that everyone can afford groceries, a car and a home.",-0.4764
Trump,War in Ukraine,-0.4588,FALSE,"We will stop the invasion, end migrant crime, support our great police, strengthen our wonderful military, build a missile defense shield around our country, keep critical race theory and transgender insanity the hell out of our schools. And we will keep men out of women’s sports.",-0.4588
Trump,None,0.9875,FALSE,"Did you see the Olympics? You had two boxers that transitioned from men to women. I wish them well. They transitioned, and they were fighting. It was boxing for the gold medal, and the first match was a beautiful, young, Italian boxer, was very talented, very good, said to be a real threat for the medal, and she met a transitioned person. Boom. He gave her a little jab. Boom. She backed up. “Whoa. What was that?” She said, “I’ve never been hit that hard in my life.” A jab is like the light one before you hit the right. Then, boom, another jab. She said, “I can’t… I give up.” Then there was a second boxer. The same thing happened. Congratulations. They both won gold medals. How about that? They both won gold. Congratulations to them. It’s so demeaning to women. I don’t understand. Who would want men to be able to play? The volleyball player got hit the other day recently with a smash from a transitioned person. She said, “I’ve never seen anything like it at the ball camp.” She was knocked unconscious, probably won’t play again. The weightlifting records tell, for years, they held up, they couldn’t. A quarter of an ounce here, a quarter of an ounce there, they couldn’t do it. The record is broken by hundreds of pounds.",0.9875
Trump,None,0.5267,FALSE,"We got to get back to sanity in this country. We have to get back to sanity. We will defend the Second Amendment, restore free speech, and we will secure our elections once and for all. Everyone will prosper. Every family will thrive, and every day will be filled with joy, opportunity, and hope. But for that to happen, we must defeat Comrade Kamala Harris. And we are going to stop the country-destroying liberal agenda once and for all. We’re going to do it. We have to stop it. We’re going to save our country.",0.5267
Trump,None,0.8689,FALSE,"Our country, if it doesn’t win this election, I believe is finished. I believe it. We cannot come back much. They will have a hundred million of these people in here, with another four years, a hundred million people. If you think you have a nice house, have a migrant enjoy your house because a migrant will take it over. A migrant will take it over. It will be Venezuela on steroids.",0.8689
Trump,Economy,0.9382,FALSE,"So get everyone you know and vote. We want a landslide that’s too big to rig on November 5th. We will save our economy. We will rescue our middle class. We will reclaim our sovereignty and restore our borders. We will put America first, and we will take back our country. Together, we will make America powerful again. We will make America wealthy again. We will make America healthy again.",0.9382
Trump,None,0.967,FALSE,"Thank you, Bobby. Thank you, Bobby. We will make America strong again. We will make America proud again. We will make America safe again. We will make America free again, and we will make America great again.",0.967
Trump,None,0.3612,FALSE,Thank you very much Wisconsin.,0.3612
Harris,None,0.9875,FALSE,"We’re doing this! Oh! We’re doing this. We’re doing this. Good evening, Philadelphia! Good evening. Good evening, good evening. (Laughs.) Good evening, everyone. Good evening. Good evening.
Oh, it is good to be back in Pennsylvania. So, let me say, on behalf of myself and the first second gentleman of the United States, my husband, Doug Emhoff thank you for the warm welcome. And let me just say, it’s good to be here with all of the friends, all of the leaders who are here. I want to thank former Governor Ed Rendell ; Senator Bob Casey, who we will reelect this November ; Senator John Fetterman ; Mayor Cherelle Parker ; and Chairman Jaime Harrison. And it is so good to be here with your incredible governor, Josh Shapiro. And I will say Josh is a dear, dear friend and an extraordinary leader. He and I have been spending a lot of time together over the years. And I told Josh, “Look, I am so, so invested in our friendship, in doing this together.” Because together, with Josh Shapiro, we will win Pennsylvania. We will win Pennsylvania. And I thank you, Josh. I thank you. So so, Philadelphia, I launched my campaign for the president of the United States a mere two weeks ago. And it’s it’s been a bit of a whirlwind. (Laughter.) And just last night, the delegates to the Democratic National Convention finished voting, and so I stand I stand before you today to proudly announce I am now officially the Democratic nominee for president of the United States. And so, now we got some work to do. We need to move to the general election and win that. And to all the friends, listen, we also need to level set. We are the underdogs in this race, but we have the momentum, and I know exactly what we are up against. fraudsters who scammed consumers, cheaters who broke the rules for their own gain.
Now, many of you know, before I was elected vice president or elected a United States senator, I was an elected attorney general and, before that, elected district attorney. And before that, I was a courtroom prosecutor. So, in those roles, I took on perpetrators of all kinds : predators who abused women",0.9875
Harris,Economy,-0.1301,FALSE,"So, hear me when I say I know Donald Trump’s type. Hold on, hold on.
This campaign, our campaign is not just a fight against Donald Trump. Our campaign, this campaign is a fight for the future. It’s a fight for the future. And, Pennsylvania, we fight for a future with affordable housing, affordable health care, affordable childcare, paid leave. We fight for a future where we build a broad-based economy where every American has the opportunity to own a home, to start a business, and to build wealth. We fight for a future where we bring down prices that are still too high and lower the cost of living for American families so that they have the chance not just to get by but to get ahead.",-0.1301
Harris,Criminal Justice,0.9917,FALSE,"I love you too. So, here’s the thing. Here’s the thing. Since the day that I announced my candidacy, I set out to find a partner who can help build this brighter future a leader who will help unite our nation and move us forward; a fighter for the middle class; a patriot who believes, as I do, in the extraordinary promise of America a promise a promise of freedom, opportunity, and justice not just for some but for all. So, Pennsylvania, I’m here today because I found such a leader: Governor Tim Walz of the great state of Minnesota. So, to those who know him best to those who know him best, Tim is is more than a governor. To his wife, Gwen, he is a husband. To his kids, Hope and Gus, he is a dad. To his fellow veterans, he is Sergeant Major Walz. To the people to the people of Southern Minnesota, for 12 years, he was Congressman. To his former high school students, he was Mr. Walz. And to his former high school football players, he was Coach Coach Coach.
And in 91 days the nation will know Coach Walz by another name: vice president of the United States.",0.9917
Harris,Economy,0.9042,FALSE,"So, America, for some folks, they’re just getting to know Coach Walz’s story. And I’ll tell you, he is the proud product of a middle-class family in rural Nebraska. He is a veteran who served our nation in uniform for more than two decades as a member of the Army National Guard, and he went to college on the G.I. Bill. He is someone who, long before he entered politics, worked as a teacher. When Coach Walz and his wife, Gwen, moved from his native Nebraska to Minnesota nearly 30 years ago, they both took jobs at the local high school. Coach Walz taught social studies; Gwen taught English. After school, Tim was the linebackers coach for the football team where I’ve heard the stories about he had a knack for using the game of football to teach life lessons. He saw the potential in kids who sometimes didn’t even see it in themselves. Under those Friday night lights, Coach Walz motivated his players to believe they could achieve anything. And, together, they defied the odds hear this out going from a winless record to the school’s first-ever state championship. (Laughs.) Coach. Coach. A-",0.9042
Harris,Health Care,0.9944,FALSE,"And I’ll say and I’ll add, Tim wasn’t only a role model on the football field. Around that same time, Coach Walz was approached by a student in his social studies class. The young man was one of the first openly gay students at the school and was hoping to start a gay-straight alliance. At a time at a time when acceptance was difficult to find for LGBTQ students, Tim knew the signal that it would send to have a football coach get involved. Right?
So, he signed up to be the group’s faculty advisor. And as students have said, he made the school a safe place for everybody. In the high school yearbook, the students voted Coach Walz the, quote, “most inspiring faculty member.” And as I think everyone here can see, Tim Walz was the kind of teacher and mentor that every child in America dreams of having and that every kid deserves; the kind of coach, because he’s the kind of person who makes people feel like they belong and then inspires them to dream big. And that’s the kind of vice president he will be. And that’s the kind of vice president America deserves. So, it was Coach Walz’s students who actually helped him decide to run for office, and he served 12 years in Congress, representing a purple district, as he reached across the aisle to get things done. He was the highest-ranking he was the highest-ranking enlisted man to ever serve in the United States Congress and the top Democrat on the Veterans Committee. And he was known as one of Capitol Hill’s best marksmen (laughter) winning a bipartisan sharpshooting contest year after year. In Washington, Tim worked to raise the minimum wage ; to protect the freedom of workers to join a union ; and he cast one of the critical votes to pass the Affordable Care Act which, of course, gave health insurance to tens of millions of Americans. And I’m going to tell you, when we win, Tim and I will continue to make the Affordable Care Act even stronger.",0.9944
Harris,None,0.5859,FALSE,"We will win. That’s right.
Now let’s talk about what we’re dealing with on the other side.",0.5859
Harris,Opposing Candidate,0.6369,FALSE,"So, on that last topic, if Donald Trump gets the chance, he will end the Affordable Care Act",0.6369
Harris,Opposing Candidate,0.9272,FALSE,"and take us back to a time when insurance companies had the power to deny people with preexisting conditions. You remember what that was like? Children with asthma, breast cancer survivors, grandparents with diabetes. Well, Governor Walz and I will not let that happen because we believe health care should be a right and not just a privilege for those who can afford it. As governor, Tim has continued to fight for working families. He secured paid leave for workers in Minnesota. And he refused he refused, as governor, to allow any student in their public schools to go hungry so he made school breakfast and lunch free for every child. And Tim Walz and I, we agree about many things, including when our middle class is strong, America is strong. And strengthening the middle class will be my defining goal as I am president of the United States. So, Pennsylvania, ours is a fight for the future of the middle class and it is a fight for freedom. In this moment, we are witnessing a full-on attack against hard-fought, hard-won freedoms and rights. Take reproductive freedom. Now think about this: Donald Trump said he wants to punish women.",0.9272
Harris,Opposing Candidate,-0.5574,FALSE,"And as a result of his actions, today in America one out of three women live in a state with a Trump abortion ban one out of three.",-0.5574
Harris,Opposing Candidate,0.5574,FALSE,"Some of these bans go back to the 1800s, even before women had a right to vote. Think about that. Well, Tim and I have a message for Trump and others who want to turn back the clock on our fundamental freedoms: We’re not going back.",0.5574
Harris,None,0.0,FALSE,We’re not going back. We’re not going back.,0.0
